id,name,state,city,county,localeCode,localeBucket,latitude,longitude,enrollment,teacherFte,studentTeacherRatio,perPupilSpending,schoolCount,sourceYear
2511060,South Middlesex Regional Vocational Technical,MA,Framingham,Middlesex County,13,Urban,42.27647,-71.43642,731,81.0,9.02,26523.94,1,2017-2018
2511130,Springfield,MA,Springfield,Hampden County,12,Urban,42.1034,-72.5923,25604,1882.7,13.6,16545.15,59,2017-2018
2511220,Stoneham,MA,Stoneham,Middlesex County,21,Suburban,42.472356,-71.089197,2343,189.66,12.35,16932.57,5,2017-2018
2511250,Stoughton,MA,Stoughton,Norfolk County,21,Suburban,42.130044,-71.108635,3593,305.67,11.75,15367.38,8,2017-2018
2511310,Sturbridge,MA,Fiskdale,Worcester County,21,Suburban,42.160135,-72.126792,900,67.62,13.31,15097.78,1,2017-2018
2511340,Sudbury,MA,Sudbury,Middlesex County,21,Suburban,42.394,-71.4425,2696,207.95,12.96,17132.42,5,2017-2018
2511370,Sunderland,MA,South Deerfield,Franklin County,31,Town,42.483477,-72.605638,238,22.95,10.37,16331.93,1,2017-2018
2511400,Sutton,MA,Sutton,Worcester County,41,Rural,42.144133,-71.770594,1421,99.1,14.34,14500.35,4,2017-2018
2511430,Swampscott,MA,Swampscott,Essex County,21,Suburban,42.470013,-70.910208,2207,189.58,11.64,17327.14,5,2017-2018
2511460,Swansea,MA,Swansea,Bristol County,21,Suburban,41.749163,-71.195888,2074,159.97,12.96,14337.03,6,2017-2018
2511490,Tantasqua,MA,Fiskdale,Worcester County,41,Rural,42.16059,-72.127468,1788,135.59,13.19,15296.98,3,2017-2018
2511520,Taunton,MA,Taunton,Bristol County,21,Suburban,41.902023,-71.065507,8096,531.87,15.22,14156.25,13,2017-2018
2511580,Tewksbury,MA,Tewksbury,Middlesex County,21,Suburban,42.608799,-71.236878,3478,260.15,13.37,16658.71,7,2017-2018
2511670,Topsfield,MA,Boxford,Essex County,41,Rural,42.6603,-71.0029,635,48.5,13.09,17689.76,2,2017-2018
2511730,Truro,MA,Truro,Barnstable County,41,Rural,42.017576,-70.071058,103,16.17,6.37,47592.23,1,2017-2018
2511735,Tri-County Regional Vocational Technical,MA,Franklin,Norfolk County,21,Suburban,42.095072,-71.421425,986,90.75,10.87,20989.86,1,2017-2018
2511740,Triton,MA,Byfield,Essex County,41,Rural,42.744732,-70.919583,2565,200.2,12.81,17021.05,5,2017-2018
2511760,Tyngsborough,MA,Tyngsborough,Middlesex County,21,Suburban,42.69671,-71.4067,1614,125.85,12.82,16469.64,3,2017-2018
2511800,Upper Cape Cod Regional Vocational Technical,MA,Bourne,Barnstable County,22,Suburban,41.745189,-70.578692,715,72.1,9.92,23704.9,1,2017-2018
2511850,Uxbridge,MA,Uxbridge,Worcester County,21,Suburban,42.077153,-71.629614,1765,108.12,16.32,15628.9,5,2017-2018
2511880,Wachusett,MA,Jefferson,Worcester County,41,Rural,42.36264,-71.887531,7147,462.34,15.46,13453.9,13,2017-2018
2511910,Wakefield,MA,Wakefield,Middlesex County,21,Suburban,42.496353,-71.050696,3505,256.9,13.64,15684.45,7,2017-2018
2511940,Wales,MA,Fiskdale,Worcester County,41,Rural,42.160135,-72.126792,161,10.44,15.42,14552.8,1,2017-2018
2511970,Walpole,MA,Walpole,Norfolk County,21,Suburban,42.1464,-71.2491,3804,284.66,13.36,16254.73,8,2017-2018
2512000,Waltham,MA,Waltham,Middlesex County,13,Urban,42.394335,-71.229348,5600,502.35,11.15,22229.29,10,2017-2018
2512030,Ware,MA,Ware,Hampshire County,41,Rural,42.252811,-72.262195,1213,90.98,13.33,15026.38,3,2017-2018
2512060,Wareham,MA,Wareham,Plymouth County,22,Suburban,41.75969,-70.722881,2314,189.4,12.22,18509.51,5,2017-2018
2512100,Quaboag Regional,MA,Warren,Worcester County,41,Rural,42.220584,-72.188142,1352,104.2,12.98,14693.79,4,2017-2018
2512180,Watertown,MA,Watertown,Middlesex County,21,Suburban,42.3693,-71.179,2608,247.36,10.54,21547.16,5,2017-2018
2512210,Wayland,MA,Wayland,Middlesex County,21,Suburban,42.363,-71.3602,2702,217.65,12.41,19657.29,5,2017-2018
2512240,Webster,MA,Webster,Worcester County,21,Suburban,42.0492,-71.8865,1855,137.86,13.46,15901.35,3,2017-2018
2512270,Wellesley,MA,Wellesley,Norfolk County,21,Suburban,42.30408,-71.289871,5006,391.31,12.79,20848.58,9,2017-2018
2512300,Wellfleet,MA,Orleans,Barnstable County,41,Rural,41.780894,-69.989637,112,14.76,7.59,34696.43,1,2017-2018
2512390,West Boylston,MA,West Boylston,Worcester County,21,Suburban,42.37347,-71.7909,907,83.35,10.88,17066.15,2,2017-2018
2512420,West Bridgewater,MA,West Bridgewater,Plymouth County,21,Suburban,42.020833,-71.015158,1302,94.01,13.85,14198.16,4,2017-2018
2512510,West Springfield,MA,West Springfield,Hampden County,21,Suburban,42.1054,-72.6239,4114,328.87,12.51,14250.36,10,2017-2018
2512570,Tisbury,MA,Vineyard Haven,Dukes County,31,Town,41.45367,-70.608961,306,36.68,8.34,29794.12,1,2017-2018
2512600,Westborough,MA,Westborough,Worcester County,21,Suburban,42.2679,-71.6148,3926,321.12,12.23,16293.17,6,2017-2018
2512630,Westfield,MA,Westfield,Hampden County,21,Suburban,42.13239,-72.743911,5479,423.34,12.94,14880.64,12,2017-2018
2512660,Westford,MA,Westford,Middlesex County,21,Suburban,42.588673,-71.433564,5074,342.92,14.8,15135.2,10,2017-2018
2512690,Westhampton,MA,Westhampton,Hampshire County,41,Rural,42.31762,-72.76523,122,14.4,8.47,19721.31,1,2017-2018
2512750,Weston,MA,Weston,Middlesex County,21,Suburban,42.36006,-71.294673,2103,167.33,12.57,26048.98,5,2017-2018
2512780,Westport,MA,Westport,Bristol County,21,Suburban,41.621747,-71.08064,1430,117.74,12.15,16681.82,3,2017-2018
2512810,Westwood,MA,Westwood,Norfolk County,21,Suburban,42.216964,-71.216775,3122,234.5,13.31,19628.44,8,2017-2018
2512840,Weymouth,MA,Weymouth,Norfolk County,21,Suburban,42.2204,-70.9377,6026,431.62,13.96,16384.67,12,2017-2018
2512870,Whately,MA,South Deerfield,Franklin County,41,Rural,42.483477,-72.605638,140,12.66,11.06,16464.29,1,2017-2018
2512930,Whitman-Hanson,MA,Whitman,Plymouth County,21,Suburban,42.073099,-70.904539,3906,244.75,15.96,13355.61,7,2017-2018
2512950,Whittier Regional Vocational Technical,MA,Haverhill,Essex County,41,Rural,42.809858,-71.023574,1254,113.88,11.01,19986.44,1,2017-2018
2512990,Williamsburg,MA,Williamsburg,Hampshire County,41,Rural,42.39108,-72.731081,163,17.2,9.48,17828.22,1,2017-2018
2513050,Wilmington,MA,Wilmington,Middlesex County,21,Suburban,42.55593,-71.165519,3330,275.37,12.09,17223.42,8,2017-2018
2513080,Winchendon,MA,Winchendon,Worcester County,22,Suburban,42.686789,-72.053735,1286,87.16,14.75,15227.06,6,2017-2018
2513110,Winchester,MA,Winchester,Middlesex County,21,Suburban,42.4461,-71.162531,4662,360.29,12.94,14590.09,7,2017-2018
2513170,Winthrop,MA,Winthrop,Suffolk County,21,Suburban,42.377,-70.9844,2022,131.62,15.36,13681.5,4,2017-2018
2513200,Woburn,MA,Woburn,Middlesex County,21,Suburban,42.477442,-71.175686,4598,374.56,12.28,18105.05,11,2017-2018
2513230,Worcester,MA,Worcester,Worcester County,12,Urban,42.2627,-71.8062,25306,1785.2,14.18,15373.11,45,2017-2018
2513290,Wrentham,MA,Wrentham,Norfolk County,21,Suburban,42.06099,-71.32635,1046,75.44,13.87,17436.9,2,2017-2018
2513321,Farmington River Reg,MA,Otis,Berkshire County,42,Rural,42.207126,-73.096055,121,13.54,8.94,29380.17,1,2017-2018
2600005,Battle Creek Public Schools,MI,BATTLE CREEK,Calhoun County,13,Urban,42.32087,-85.180721,3976,273.45,14.54,15079.98,11,2017-2018
2600006,Bessemer Area School District,MI,BESSEMER,Gogebic County,42,Rural,46.478076,-90.048018,418,25.66,16.29,9590.91,2,2017-2018
2600007,Harbor Beach Community Schools,MI,HARBOR BEACH,Huron County,43,Rural,43.839629,-82.657137,501,30.43,16.46,11279.44,3,2017-2018
2600010,Sigel Township S/D #3F,MI,BAD AXE,Huron County,42,Rural,43.84262,-82.85585,12,2.34,5.13,26250.0,1,2017-2018
2600011,Sigel Township S/D #4F,MI,HARBOR BEACH,Huron County,42,Rural,43.84385,-82.79212,34,1.0,34.0,7352.94,1,2017-2018
2600012,St. Ignace Area Schools,MI,SAINT IGNACE,Mackinac County,41,Rural,45.863437,-84.740958,502,31.28,16.05,11290.84,3,2017-2018
2600013,Marquette Area Public Schools,MI,MARQUETTE,Marquette County,33,Town,46.533073,-87.416226,3261,182.86,17.83,10032.51,7,2017-2018
2600014,Ewen-Trout Creek Consolidated School District,MI,EWEN,Ontonagon County,43,Rural,46.538575,-89.291415,204,16.71,12.21,12769.61,1,2017-2018
2600015,Wayne-Westland Community School District,MI,WESTLAND,Wayne County,21,Suburban,42.315842,-83.402007,11596,646.65,17.93,11943.86,20,2017-2018
2600016,Crestwood School District,MI,DEARBORN HEIGHTS,Wayne County,21,Suburban,42.321685,-83.294231,3949,214.05,18.45,11290.45,6,2017-2018
2600017,Bad Axe Public Schools,MI,BAD AXE,Huron County,33,Town,43.807761,-83.015618,931,50.92,18.28,11004.3,4,2017-2018
2600018,L'Anse Area Schools,MI,LANSE,Baraga County,43,Rural,46.757425,-88.448435,615,40.78,15.08,11024.39,1,2017-2018
2600019,Superior Central School District,MI,EBEN JUNCTION,Alger County,43,Rural,46.353298,-86.971478,338,22.72,14.88,11352.07,1,2017-2018
2600105,Big Jackson School District,MI,PARIS,Newaygo County,42,Rural,43.742983,-85.700916,14,2.0,7.0,18642.86,1,2017-2018
2601103,Detroit Public Schools Community District,MI,Detroit,Wayne County,11,Urban,42.36924,-83.076781,50621,2926.6,17.3,13070.6,110,2017-2018
2601890,Adams Township School District,MI,PAINESDALE,Houghton County,41,Rural,47.040635,-88.668107,456,27.93,16.33,9460.53,2,2017-2018
2601920,Addison Community Schools,MI,ADDISON,Lenawee County,42,Rural,41.988423,-84.343967,850,47.0,18.09,10331.76,3,2017-2018
2601950,Adrian School District of the City of,MI,ADRIAN,Lenawee County,32,Town,41.910878,-84.047265,2903,194.75,14.91,11710.3,8,2017-2018
2601980,Airport Community Schools,MI,CARLETON,Monroe County,41,Rural,42.038297,-83.378912,2559,133.44,19.18,10086.36,9,2017-2018
2602010,Akron-Fairgrove Schools,MI,FAIRGROVE,Tuscola County,42,Rural,43.546021,-83.541601,289,14.68,19.69,11024.22,2,2017-2018
2602040,Alba Public Schools,MI,ALBA,Antrim County,43,Rural,44.97724,-84.970015,124,9.85,12.59,11072.58,1,2017-2018
2602160,Alcona Community Schools,MI,LINCOLN,Alcona County,42,Rural,44.656845,-83.405901,726,39.0,18.62,10553.72,2,2017-2018
2602190,Algonac Community School District,MI,ALGONAC,St. Clair County,41,Rural,42.627096,-82.582755,1550,73.15,21.19,9235.48,5,2017-2018
2602220,Allegan Public Schools,MI,ALLEGAN,Allegan County,32,Town,42.523012,-85.842587,2517,129.83,19.39,10285.26,7,2017-2018
2602520,Allen Park Public Schools,MI,ALLEN PARK,Wayne County,21,Suburban,42.2395,-83.2038,3833,186.2,20.59,10183.15,6,2017-2018
2602550,Allendale Public Schools,MI,ALLENDALE,Ottawa County,21,Suburban,42.960896,-85.966896,2669,140.12,19.05,9773.7,5,2017-2018
2602640,Alma Public Schools,MI,ALMA,Gratiot County,32,Town,43.391136,-84.655339,2118,120.08,17.64,10018.41,5,2017-2018
2602670,Almont Community Schools,MI,ALMONT,Lapeer County,41,Rural,42.930417,-83.04392,1496,70.97,21.08,9082.89,3,2017-2018
2602730,Alpena Public Schools,MI,ALPENA,Alpena County,33,Town,45.037333,-83.466945,3821,189.9,20.12,9867.84,9,2017-2018
2602790,Anchor Bay School District,MI,CASCO,St. Clair County,21,Suburban,42.744368,-82.729584,5965,285.68,20.88,10004.86,11,2017-2018
2602820,Ann Arbor Public Schools,MI,ANN ARBOR,Washtenaw County,12,Urban,42.25,-83.7394,17820,1142.0,15.6,14432.15,33,2017-2018
2603240,Armada Area Schools,MI,ARMADA,Macomb County,42,Rural,42.8467,-82.8833,1834,88.78,20.66,9083.97,5,2017-2018
2603270,Arvon Township School District,MI,SKANEE,Baraga County,43,Rural,46.865904,-88.181878,13,1.75,7.43,28461.54,1,2017-2018
2603480,Ashley Community Schools,MI,ASHLEY,Gratiot County,42,Rural,43.187668,-84.472656,257,19.0,13.53,10700.39,3,2017-2018
2603510,Athens Area Schools,MI,East Leroy,Calhoun County,42,Rural,42.167039,-85.21699,556,33.2,16.75,9374.1,2,2017-2018
2603540,Atherton Community Schools,MI,BURTON,Genesee County,21,Suburban,42.979463,-83.617446,887,45.11,19.66,10284.1,3,2017-2018
2603570,Atlanta Community Schools,MI,ATLANTA,Montmorency County,43,Rural,44.99404,-84.148992,239,14.32,16.69,11435.15,1,2017-2018
2603600,Au Gres-Sims School District,MI,AU GRES,Arenac County,43,Rural,44.045696,-83.696874,450,22.3,20.18,9595.56,3,2017-2018
2603660,AuTrain-Onota Public Schools,MI,DEERTON,Alger County,42,Rural,46.474578,-87.042409,42,5.32,7.89,22976.19,1,2017-2018
2603690,Avondale School District,MI,AUBURN HILLS,Oakland County,21,Suburban,42.62887,-83.22921,3484,210.87,16.52,11431.11,9,2017-2018
2603810,Baldwin Community Schools,MI,BALDWIN,Lake County,43,Rural,43.888465,-85.855877,535,35.95,14.88,15684.11,3,2017-2018
2603870,Bangor Public Schools (Van Buren),MI,BANGOR,Van Buren County,42,Rural,42.306898,-86.122443,1152,72.73,15.84,10790.8,4,2017-2018
2603900,Bangor Township Schools,MI,BAY CITY,Bay County,23,Suburban,43.60324,-83.919661,2593,121.18,21.4,9169.69,6,2017-2018
2603960,Bangor Township S/D #8,MI,BANGOR,Van Buren County,42,Rural,42.308843,-86.187053,26,2.0,13.0,8576.92,1,2017-2018
2603990,Baraga Area Schools,MI,Baraga,Baraga County,43,Rural,46.777228,-88.4955,384,24.71,15.54,12908.85,1,2017-2018
2604020,Bark River-Harris School District,MI,HARRIS,Menominee County,43,Rural,45.702436,-87.344551,723,38.23,18.91,9727.52,2,2017-2018
2604170,Bath Community Schools,MI,Bath,Clinton County,21,Suburban,42.815749,-84.439742,1164,58.84,19.78,9478.52,3,2017-2018
2604260,Bay City School District,MI,BAY CITY,Bay County,13,Urban,43.61086,-83.897211,7730,413.51,18.69,9620.83,15,2017-2018
2604290,Beal City Public Schools,MI,Mount Pleasant,Isabella County,42,Rural,43.670194,-84.912012,708,39.5,17.92,9002.82,2,2017-2018
2604320,Bear Lake Schools,MI,BEAR LAKE,Manistee County,43,Rural,44.419796,-86.146423,272,15.6,17.44,10808.82,2,2017-2018
2604350,Beaver Island Community School,MI,BEAVER ISLAND,Charlevoix County,43,Rural,45.74534,-85.522771,46,8.92,5.16,42695.65,1,2017-2018
2604440,Beaverton Rural Schools,MI,BEAVERTON,Gladwin County,42,Rural,43.875658,-84.485737,1026,60.53,16.95,10345.03,2,2017-2018
2604470,Bedford Public Schools,MI,TEMPERANCE,Monroe County,21,Suburban,41.7501,-83.5835,4339,226.66,19.14,9636.09,5,2017-2018
2604500,Beecher Community School District,MI,FLINT,Genesee County,21,Suburban,43.090934,-83.708679,807,37.78,21.36,13060.72,3,2017-2018
2604530,Belding Area School District,MI,Belding,Ionia County,32,Town,43.091147,-85.221608,1810,97.45,18.57,9979.56,5,2017-2018
2604620,Bellaire Public Schools,MI,Bellaire,Antrim County,43,Rural,44.982001,-85.212609,381,28.07,13.57,10225.72,2,2017-2018
2604650,Bellevue Community Schools,MI,BELLEVUE,Eaton County,42,Rural,42.44532,-85.026791,600,35.0,17.14,10043.33,2,2017-2018
2604740,Bendle Public Schools,MI,BURTON,Genesee County,21,Suburban,42.977684,-83.667639,1197,61.0,19.62,10232.25,5,2017-2018
2604800,Bentley Community School District,MI,BURTON,Genesee County,21,Suburban,43.02368,-83.592747,818,43.0,19.02,10376.53,4,2017-2018
2604830,Benton Harbor Area Schools,MI,Benton Harbor,Berrien County,23,Suburban,42.106286,-86.445624,2155,86.7,24.86,12344.32,6,2017-2018
2604950,Benzie County Central Schools,MI,BENZONIA,Benzie County,43,Rural,44.618693,-86.053911,1474,83.96,17.56,9449.8,6,2017-2018
2605010,Berkley School District,MI,OAK PARK,Oakland County,21,Suburban,42.4813,-83.1933,4362,258.94,16.85,13806.51,8,2017-2018
2605100,Berlin Township S/D #3,MI,IONIA,Ionia County,42,Rural,42.896085,-85.074363,9,1.33,6.77,21888.89,1,2017-2018
2605430,Berrien Springs Public Schools,MI,BERRIEN SPRINGS,Berrien County,31,Town,41.943547,-86.344804,3651,157.26,23.22,9624.21,22,2017-2018
2605690,Big Bay De Noc School District,MI,COOKS,Delta County,43,Rural,45.868872,-86.524584,166,13.77,12.06,13777.11,1,2017-2018
2605780,Big Rapids Public Schools,MI,BIG RAPIDS,Mecosta County,32,Town,43.683971,-85.504763,1979,92.35,21.43,9582.62,5,2017-2018
2605820,Birch Run Area Schools,MI,BIRCH RUN,Saginaw County,41,Rural,43.243479,-83.795961,1898,93.2,20.36,8933.09,5,2017-2018
2605850,Birmingham Public Schools,MI,Beverly Hills,Oakland County,21,Suburban,42.517637,-83.243283,8135,567.96,14.32,15888.14,14,2017-2018
2606000,Blissfield Community Schools,MI,BLISSFIELD,Lenawee County,41,Rural,41.822886,-83.866726,1200,57.25,20.96,9417.5,3,2017-2018
2606090,Bloomfield Hills Schools,MI,Bloomfield Hills,Oakland County,21,Suburban,42.53348,-83.293101,5605,405.39,13.83,18328.64,11,2017-2018
2606270,Bloomingdale Public School District,MI,BLOOMINGDALE,Van Buren County,42,Rural,42.3842,-85.9574,1139,67.0,17.0,10430.2,3,2017-2018
2606300,Bois Blanc Pines School District,MI,POINTE AUX PINS,Mackinac County,42,Rural,45.734912,-84.478359,4,1.0,4.0,37500.0,1,2017-2018
2606500,Boyne City Public Schools,MI,BOYNE CITY,Charlevoix County,33,Town,45.211439,-85.012869,1371,76.46,17.93,10226.11,5,2017-2018
2606510,Boyne Falls Public School District,MI,BOYNE FALLS,Charlevoix County,41,Rural,45.181884,-84.939325,181,17.12,10.57,16419.89,1,2017-2018
2606570,Brandon School District in the Counties of Oakland and Lapee,MI,ORTONVILLE,Oakland County,41,Rural,42.838153,-83.440149,2473,132.35,18.69,10190.86,5,2017-2018
2606600,Brandywine Community Schools,MI,NILES,Berrien County,21,Suburban,41.799482,-86.256132,1386,73.1,18.96,9643.58,5,2017-2018
2606630,Breckenridge Community Schools,MI,BRECKENRIDGE,Gratiot County,42,Rural,43.41474,-84.475981,680,42.43,16.03,9997.06,3,2017-2018
2606720,Breitung Township School District,MI,KINGSFORD,Dickinson County,33,Town,45.805267,-88.10397,1839,98.59,18.65,9728.11,3,2017-2018
2606780,Bridgeport-Spaulding Community School District,MI,Bridgeport,Saginaw County,22,Suburban,43.355172,-83.868999,1530,80.4,19.03,9889.54,4,2017-2018
2606840,Bridgman Public Schools,MI,BRIDGMAN,Berrien County,23,Suburban,41.939233,-86.545,877,63.47,13.82,13683.01,3,2017-2018
2606870,Brighton Area Schools,MI,BRIGHTON,Livingston County,22,Suburban,42.52906,-83.774381,6058,320.9,18.88,12105.65,9,2017-2018
2606900,Brimley Area Schools,MI,BRIMLEY,Chippewa County,42,Rural,46.401455,-84.573259,512,33.79,15.15,11419.92,2,2017-2018
2606930,Britton Deerfield Schools,MI,BRITTON,Lenawee County,42,Rural,41.98554,-83.832801,553,37.54,14.73,11144.67,2,2017-2018
2606960,Bronson Community School District,MI,Bronson,Branch County,42,Rural,41.87395,-85.189241,1056,52.8,20.0,9329.55,3,2017-2018
2606990,Columbia School District,MI,BROOKLYN,Jackson County,41,Rural,42.092021,-84.282169,1430,77.56,18.44,10206.29,5,2017-2018
2607040,Brown City Community Schools,MI,BROWN CITY,Sanilac County,42,Rural,43.21481,-82.992977,830,42.9,19.35,9834.94,3,2017-2018
2607080,Flat Rock Community Schools,MI,FLAT ROCK,Wayne County,21,Suburban,42.09549,-83.289101,2019,95.06,21.24,9296.68,7,2017-2018
2607140,Buchanan Community Schools,MI,BUCHANAN,Berrien County,21,Suburban,41.824408,-86.367466,1588,89.21,17.8,10132.87,6,2017-2018
2607170,Buckley Community Schools,MI,BUCKLEY,Wexford County,42,Rural,44.50258,-85.676042,413,30.33,13.62,9447.94,1,2017-2018
2607320,Bullock Creek School District,MI,MIDLAND,Midland County,41,Rural,43.56985,-84.293898,1816,97.6,18.61,10290.2,6,2017-2018
2607410,Burr Oak Community School District,MI,BURR OAK,St. Joseph County,42,Rural,41.846779,-85.314984,314,17.9,17.54,9350.32,3,2017-2018
2607470,Burt Township School District,MI,GRAND MARAIS,Alger County,43,Rural,46.6683,-85.9787,30,5.85,5.13,35166.67,1,2017-2018
2607530,Byron Area Schools,MI,BYRON,Shiawassee County,41,Rural,42.826256,-83.949923,899,45.71,19.67,9638.49,3,2017-2018
2607560,Byron Center Public Schools,MI,BYRON CENTER,Kent County,41,Rural,42.809219,-85.721715,3976,188.03,21.15,10269.87,7,2017-2018
2607590,Cadillac Area Public Schools,MI,CADILLAC,Wexford County,33,Town,44.246964,-85.396102,3150,162.18,19.42,9771.11,9,2017-2018
2607620,Caledonia Community Schools,MI,CALEDONIA,Kent County,21,Suburban,42.786285,-85.522427,4862,258.14,18.83,10236.12,12,2017-2018
2607690,Public Schools of Calumet Laurium & Keweenaw,MI,CALUMET,Houghton County,33,Town,47.244776,-88.447391,1537,86.79,17.71,10074.82,4,2017-2018
2607710,Camden-Frontier School,MI,CAMDEN,Hillsdale County,42,Rural,41.781049,-84.706297,506,29.84,16.96,10456.52,2,2017-2018
2607800,Capac Community Schools,MI,CAPAC,St. Clair County,42,Rural,43.0168,-82.9316,915,47.55,19.24,9949.73,3,2017-2018
2607890,Carman-Ainsworth Community Schools,MI,Flint,Genesee County,21,Suburban,43.0069,-83.7511,4785,236.65,20.22,9637.41,11,2017-2018
2608010,Carney-Nadeau Public Schools,MI,CARNEY,Menominee County,43,Rural,45.587655,-87.554004,319,18.74,17.02,9244.51,2,2017-2018
2608040,Caro Community Schools,MI,CARO,Tuscola County,32,Town,43.491616,-83.41032,1705,88.39,19.29,9708.5,5,2017-2018
2608070,Carrollton Public Schools,MI,SAGINAW,Saginaw County,22,Suburban,43.463058,-83.941497,1811,138.13,13.11,11477.64,5,2017-2018
2608130,Carson City-Crystal Area Schools,MI,CARSON CITY,Montcalm County,43,Rural,43.178395,-84.844155,904,46.52,19.43,10263.27,5,2017-2018
2608160,Carsonville-Port Sanilac School District,MI,CARSONVILLE,Sanilac County,42,Rural,43.431533,-82.630333,376,23.92,15.72,10452.13,3,2017-2018
2608280,Caseville Public Schools,MI,CASEVILLE,Huron County,43,Rural,43.942837,-83.268482,281,19.02,14.77,10857.65,1,2017-2018
2608400,Cass City Public Schools,MI,Cass City,Tuscola County,43,Rural,43.610819,-83.172523,969,48.53,19.97,9893.7,3,2017-2018
2608430,Cassopolis Public Schools,MI,Cassopolis,Cass County,42,Rural,41.915196,-86.001415,916,50.98,17.97,10753.28,3,2017-2018
2608520,Cedar Springs Public Schools,MI,CEDAR SPRINGS,Kent County,31,Town,43.219106,-85.550234,3519,172.92,20.35,9765.27,8,2017-2018
2608580,Center Line Public Schools,MI,CENTER LINE,Macomb County,21,Suburban,42.488132,-83.021361,2556,147.95,17.28,13063.38,8,2017-2018
2608610,Central Lake Public Schools,MI,Central Lake,Antrim County,43,Rural,45.06972,-85.267401,281,18.4,15.27,12281.14,1,2017-2018
2608640,Central Montcalm Public Schools,MI,STANTON,Montcalm County,42,Rural,43.274591,-85.076351,1603,88.15,18.18,10060.51,5,2017-2018
2608670,Centreville Public Schools,MI,CENTREVILLE,St. Joseph County,42,Rural,41.918403,-85.526996,822,47.8,17.2,10429.44,4,2017-2018
2608730,Charlevoix Public Schools,MI,CHARLEVOIX,Charlevoix County,41,Rural,45.3107,-85.2594,953,55.86,17.06,11760.76,2,2017-2018
2608770,Charlotte Public Schools,MI,CHARLOTTE,Eaton County,31,Town,42.558235,-84.850833,2429,136.26,17.83,9431.86,8,2017-2018
2608880,Chassell Township School District,MI,CHASSELL,Houghton County,41,Rural,47.016684,-88.520719,250,16.89,14.8,9320.0,1,2017-2018
2608910,Cheboygan Area Schools,MI,Cheboygan,Cheboygan County,33,Town,45.571477,-84.524096,1656,89.5,18.5,10301.93,5,2017-2018
2608940,Chelsea School District,MI,CHELSEA,Washtenaw County,31,Town,42.31129,-84.008691,2447,141.53,17.29,11707.4,5,2017-2018
2609150,Chesaning Union Schools,MI,CHESANING,Saginaw County,42,Rural,43.192885,-84.127952,1427,81.94,17.42,9796.08,4,2017-2018
2609560,Chippewa Hills School District,MI,REMUS,Mecosta County,43,Rural,43.664008,-85.15138,2028,102.0,19.88,10077.91,6,2017-2018
2609570,Chippewa Valley Schools,MI,CLINTON TOWNSHIP,Macomb County,21,Suburban,42.609226,-82.927957,16296,757.3,21.52,9717.48,20,2017-2018
2609630,Church School District,MI,BAD AXE,Huron County,42,Rural,43.87976,-82.98396,19,1.5,12.67,10947.37,1,2017-2018
2609750,Clare Public Schools,MI,CLARE,Clare County,32,Town,43.823034,-84.765842,1588,79.1,20.08,9217.25,4,2017-2018
2609840,Clarenceville School District,MI,LIVONIA,Wayne County,13,Urban,42.43712,-83.33625,1764,96.8,18.22,11285.71,4,2017-2018
2609900,Clarkston Community School District,MI,CLARKSTON,Oakland County,21,Suburban,42.73825,-83.406631,7492,420.91,17.8,11567.27,14,2017-2018
2609930,Clawson Public Schools,MI,CLAWSON,Oakland County,21,Suburban,42.537995,-83.155503,1643,104.05,15.79,11236.76,5,2017-2018
2610020,Climax-Scotts Community Schools,MI,CLIMAX,Kalamazoo County,41,Rural,42.232247,-85.337197,495,36.33,13.63,11181.82,3,2017-2018
2610050,Clinton Community Schools,MI,CLINTON,Lenawee County,32,Town,42.07362,-83.962581,1110,60.71,18.28,9023.42,5,2017-2018
2610080,Clintondale Community Schools,MI,CLINTON TOWNSHIP,Macomb County,21,Suburban,42.555768,-82.909849,2854,119.25,23.93,10034.34,10,2017-2018
2610110,Clio Area School District,MI,CLIO,Genesee County,21,Suburban,43.181277,-83.73422,3071,141.45,21.71,9731.03,7,2017-2018
2610140,Coldwater Community Schools,MI,COLDWATER,Branch County,32,Town,41.933912,-84.975317,2825,136.1,20.76,9277.17,5,2017-2018
2610200,Coleman Community Schools,MI,COLEMAN,Midland County,42,Rural,43.754681,-84.568613,692,34.07,20.31,10466.76,2,2017-2018
2610230,Colfax Township S/D #1F,MI,BAD AXE,Huron County,41,Rural,43.83846,-83.001149,21,1.34,15.67,10142.86,1,2017-2018
2610380,Coloma Community Schools,MI,COLOMA,Berrien County,31,Town,42.177862,-86.313782,1484,81.4,18.23,10527.63,5,2017-2018
2610410,Colon Community School District,MI,COLON,St. Joseph County,42,Rural,41.960155,-85.315968,560,31.53,17.76,9566.07,3,2017-2018
2610560,Fairview Area School District,MI,FAIRVIEW,Oscoda County,43,Rural,44.725943,-84.055216,300,17.25,17.39,10830.0,1,2017-2018
2610590,Comstock Public Schools,MI,KALAMAZOO,Kalamazoo County,22,Suburban,42.31296,-85.541411,1846,105.18,17.55,11529.25,6,2017-2018
2610620,Comstock Park Public Schools,MI,COMSTOCK PARK,Kent County,21,Suburban,43.03645,-85.664401,1923,108.05,17.8,10277.17,4,2017-2018
2610650,Concord Community Schools,MI,CONCORD,Jackson County,41,Rural,42.171844,-84.638673,701,44.0,15.93,10817.4,3,2017-2018
